codtipovia,codvia,codviacatastro,nomoficial,traducnooficial
C/,51480,1479,M�SIC BELANDO,MUSICO BELANDO
C/,51510,1480,M�SIC CABANILLES,MUSICO CABANILLES
C/,51600,2436,M�SIC CHAP�,MUSICO CHAPI
C/,51630,1481,M�SIC GIN�S,MUSICO GINES
C/,51750,2598,M�SIC MAGENTI,MUSICO MAGENTI
C/,51780,1483,M�SIC MARTIN SOLER,MUSICO MARTIN SOLER
C/,51930,1488,JORDANA,NA JORDANA
C/,52140,1491,NATURALISTA AR�VALO BACA,NATURALISTA AREVALO BACA
C/,52170,1492,NATURALISTA RAFAEL CISTERNAS,NATURALISTA RAFAEL CISTERNAS
AV,52350,1498,NAVARRO REVERTER,NAVARRO REVERTER
C/,52470,1502,NAVELLOS,NAVELLOS
PL,52560,1504,NEGRET,NEGRITO
PG,52590,2316,NEPT�,NEPTUNO
ENTD,52740,1509,NISET,NISET
C/,52770,1510,NOGUERA,NOGUERA
C/,52920,1515,MARE DE D�U DE L'ASSUMPCI�,NUESTRA SE�ORA DE LA ASUNCION
C/,52950,1516,MARE DE D�U DE GR�CIA,NUESTRA SE�ORA DE GRACIA
C/,52980,1517,MARE DE D�U DE LES NEUS,NUESTRA SE�ORA DE LAS NIEVES
C/,53040,1519,NOVA TABARCA,NUEVA TABARCA
C/,53160,1523,NUM�NCIA,NUMANCIA
C/,53220,1524,NU�EZ DE BALBOA,null
C/,53250,1525,BISBE ALBALAT,OBISPO ALBALAT
C/,53310,2295,BISBE EN JERONI,OBISPO DON JERONIMO
PL,53730,2320,ORGANISTA CABO,ORGANISTA CABO
C/,53790,1541,ORIENT,ORIENTE
SENDA,53970,1547,ORRIOLS,ORRIOLS
C/,54060,1550,OTOS,OTOS
ENTD,54150,1553,PACO EL BARBER,null
C/,54210,1555,PARE ALEGRE,PADRE ALEGRE
C/,54240,1556,PARE ANT�N MART�N,PADRE ANTON MARTIN
C/,54330,1559,PARE CARBONELL,PADRE CARBONELL
C/,54420,1561,PARE DIEGO MIR�N,PADRE DIEGO MIRON
PL,54480,1562,PARE DOM�NECH,PADRE DOMENECH
C/,54690,1569,PARE MANJ�N,PADRE MANJON
C/,54840,1572,PARE PERERA,PADRE PERERA
C/,54900,1574,PARE RICO,PADRE RICO
C/,54960,1576,PARE TEIXIDOR,PADRE TEIXIDOR
C/,54990,2751,PARE TOM�S DE MONTA�ANA,PADRE TOMAS MONTA�ANA
C/,55050,1578,PADRE TOSCA,PARE TOSCA
C/,55080,1579,PARE URBANO,PADRE URBANO
C/,55140,1581,PARE VI�AS,PADRE VI�AS
C/,55350,1588,PALMA,PALMA
CAMI,55410,1590,PALMAR,PALMAR
ENTD,55440,1591,PALMERA,PALMERA
C/,55530,1594,PALOMINO,PALOMINO
PL,55680,1598,PARC DE MONTOLIVET,PARQUE MONTEOLIVETE
C/,55710,1599,PARC DE NATZARET,PARQUE NAZARET
C/,55800,2443,MOSS�N MIGUEL TAR�N,PARROCO MIGUEL TARIN
C/,55830,1602,MOSS�N MU�OZ,PARROCO MU�OZ
C/,55920,1605,PASQUAL I GEN�S,PASCUAL Y GENIS
C/,55980,1607,PASTOR AYCART,PASTOR AYCART
C/,56310,1616,PEANYA,PEA�A
C/,56370,1618,PEDRALBA,PEDRALVA
C/,56400,1619,PEDRERA,PEDRERA
C/,56490,1622,PEDRO CABANES,PERE CABANES
C/,56550,1628,PERE III EL GRAN,PEDRO III EL GRANDE
C/,56610,1623,PEDRO DE LUNA,PEDRO DE LUNA
C/,56700,1626,PERE PATRICI MEY,PEDRO PATRICIO MEY
C/,56820,1631,PELAI,PELAYO
CAMI,56910,1635,PENYA-ROJA,PE�ARROCHA
C/,56970,1638,PEPE ALBA,PEPE ALBA
ENTD,57000,1637,PEPE EL GAMB�,PEPE EL GAMBO
C/,57030,1639,PEPITA,PEPITA
C/,57180,1643,PERE BONFILL,PERE BONFILL
C/,57270,1646,P�REZ ESCRICH,PEREZ ESCRICH
C/,57360,1649,PERFECTE,PERFECTO
C/,57420,2360,PERIODISTA GIL SUMBIELA,PERIODISTA GIL SUMBIELA
C/,57480,2537,PERIODISTA MATOSES,PERIODISTA MATOSES
C/,57540,1652,PERIS BRELL,PERIS BRELL
ENTD,57660,1655,PEROL,PEROL
C/,57750,1657,PESCATERIA,PESCADERIA
C/,57780,1658,PESCADORS,PESCADORES
C/,57840,1660,PEIX,PEZ
CTRA,57870,1661,PI,PI
CN,57960,1663,PICANYA,PICA�A
C/,58050,1666,PICAIO,PICAYO
C/,58140,1669,PEU DE LA CREU,PIE DE LA CRUZ
PL,58170,1670,PILAR,PILAR
TRAV,58260,1673,PINEDO A LA MAR,PINEDO AL MAR
C/,58290,1674,PINET,PINET
C/,58440,1678,PINTOR CORTINA,PINTOR CORTINA
C/,58530,1681,PINTOR FERRANDIS,PINTOR FERRANDIS
C/,58560,2290,PINTOR FERRER CALATAIUD,PINTOR FERRER CALATAYUD
C/,58590,1682,PINTOR FILOLL,PINTOR FILLOL
PL,58660,3150,PINTOR GONZALO PERIS,PINTOR GONZALO PERIS
C/,58860,1691,PINTOR MATARANA,PINTOR MATARANA
C/,58920,1689,PINTOR NAVARRRO LLORENS,PINTOR NAVARRO LLORENS
PL,59100,1696,PINAZOS,PINAZO
C/,59130,1697,PINTOR RICARD VERDE,PINTOR RICARDO VERDE
C/,59190,1699,PINTOR SALVADOR ABRIL,PINTOR SALVADOR ABRIL
C/,59250,1701,PINTOR SOROLLA,PINTOR SOROLLA
C/,59310,1703,PINTOR VILA PRADES,PINTOR VILA PRADES
C/,59400,1706,PINZ�N,PINZON
C/,59460,1709,PIUS XI,PIO XI
AV,59490,1710,PIUS XII,PIO XII
C/,59520,1711,PIZARRO,PIZARRO
C/,59550,1712,PLANAS,PLANAS
C/,59670,1715,PL�TANS,PLATANOS
C/,59730,1717,ARGENTER QUINZ�,PLATERO QUINZA
SENDA,59790,1718,ARGENTERS,PLATERS
CTRA,59880,1721,PLAZA,PLAZA
C/,59910,1722,PLUS ULTRA,PLUS ULTRA
C/,60030,1725,POETA ANDR�S CABRELLES,POETA ANDRES CABRELLES
C/,60060,2386,POETA ARTOLA,POETA ARTOLA
C/,60180,1728,POETA BODRIA,POETA BODRIA
C/,60210,1729,POETA CARLES SALVADOR,POETA CARLOS SALVADOR
C/,60330,1730,POETA LLOMBART,POETA LLOMBART
PL,60540,2572,POETA SALVADOR RUEDA,POETA SALVADOR RUEDA
PL,60630,2314,POLO DE BERNAB�,POLO DE BERNABE
C/,60720,1740,POLLASTRE,POLLO
ENTD,60780,1742,PONCE,PONCE
C/,60870,1745,P�PUL,POPUL
PL,60900,1753,PORXETS,PORCHETS
CAMI,60960,1747,PORROS,PORROS
C/,60990,2933,PORTACELI,PORTA COELI
C/,61050,1750,PORTAL DE LA VALLDIGNA,PORTAL DE VALLDIGNA
CAMI,61230,1756,POU D'APARISI,POU DE APARISI
C/,61320,1759,POUET DE SANT VICENT,POUET DE SANT VICENT
C/,61920,1776,PUIGCAMPANA,PUIGCAMPANA
C/,62280,2403,RAFAEL CORT,RAFAEL CORT
C/,62400,1788,RAFELCOFER,RAFELCOFER
C/,62460,1790,RAGA,RAGA
C/,62490,1791,RAMBLA,RAMBLA
AV,62610,3180,CONSTITUCI�,CONSTITUCION
C/,62640,1795,RAMIRO DE MAEZTU,RAMIRO DE MAEZTU
C/,62730,1798,RAMON DE CASTRO,RAMON DE CASTRO
C/,62820,1799,REVEREND RAFAEL RAMON LLIN,REVERENDO RAFAEL RAMON LLIN
C/,62940,1802,RAMON DE PERELL�S,RAMON DE PERELLOS
ENTD,63000,1804,RAMOS,RAMOS
C/,63180,1812,RECTOR ZARAGOZ�,RECTOR ZARAGOZA
PL,63300,2692,REGINO MAS,REGINO MAS
C/,63330,1816,REIG GENOV�S,REIG GENOVES
C/,63360,1818,REINA NA GERMANA,REINA DO�A GERMANA
C/,63450,1821,RELLOTGE VELL,RELOJ VIEJO
C/,63540,1824,REMUNTA,REMONTA
C/,63570,1825,REP�S,REPESO
PTGE,63670,2635,RESID�NCIES LUZ,RESIDENCIAS LUZ
C/,63720,1829,RETOR,RETOR
C/,63780,1831,REUS,REUS
C/,63870,1834,REVEREND JOSEP NOGUERA,REVERENDO JOSE NOGUERA
C/,63930,1835,REVEREND JOSEP VALERO,REVERENDO JOSE VALERO
C/,63960,1836,REVEREND RAFAEL TRAMOYERES,REVERENDO RAFAEL TRAMOYERES
PL,64080,1838,REYES PR�SPER,REYES PROSPER
CAMI,64170,1842,RIB�S,RIBAS
C/,64260,1844,RICARDO CODO�ER,RICARDO CODO�ER
C/,64290,1845,RICARDO MIC�,RICARDO MICO
C/,64380,1848,RAC� D'ADEM�S,RINCON DE ADEMUZ
C/,64550,2638,RIU ERESMA,RIO ERESMA
C/,64600,2641,RIU JAL�N,RIO JALON
C/,64610,2642,RIU JILOCA,RIO JILOCA
C/,64660,2644,RIU PISUERGA,RIO PISUERGA
C/,64710,2605,RIU SEGRE,RIO SEGRE
C/,64750,2647,RIU TER,RIO TER
C/,64760,2648,RIU TINTO,RIO TINTO
C/,64770,1853,RIPALDA,RIPALDA
C/,64810,2649,RIU TORMES,RIO TORMES
C/,64830,1855,ROCA,ROCA
CTRA,64920,1858,ROCAFULL,ROCAFULL
CTRA,65010,1861,ROCS,ROCHS
C/,65070,1865,RODR�GUEZ DE CEPEDA,RODRIGUEZ DE CEPEDA
PL,65340,1869,ROJAS CLEMENTE,ROJAS CLEMENTE
ENTD,65400,1871,ROMANCE,ROMANCE
C/,65490,1874,ROMEU DE CORBERA,ROMEU DE CORBERA
C/,65670,1879,ROSER,ROSARIO
PL,65700,1880,ROSER,ROSARIO
ENTD,65760,1883,ROSQUILLA,ROSQUILLA
C/,65800,2651,ROTGL� I CORBER�,ROTGLA
C/,65910,2278,RUB�N VELA,RUBEN VELA
C/,66210,1895,SAGASTA,SAGASTA
C/,66300,1898,SAGRARI DEL SALVADOR,SAGRARIO DEL SALVADOR
C/,66480,1903,SALABERT,SALABERT
CV,66600,1907,SALER,SALER
CAMI,66660,1909,SALINAR (CAM�),SALINAR
C/,67230,1926,HIGINIO NOJA (PROFESSOR),HIGINIO NOJA (PROFESOR)
C/,67320,1929,SANT ANTONI,SAN ANTONIO
PL,67350,1931,SANT BENET,SAN BENITO
C/,67380,1932,SANT BRU,SAN BRUNO
C/,67440,2434,SANT CLEMENT,SAN CLEMENTE
C/,67560,1937,SANT ERNEST,SAN ERNESTO
C/,67830,1948,SANT IGNASI DE LOIOLA,SAN IGNACIO DE LOYOLA
BARRI,68040,1954,SANT JORDI,SAN JORGE
C/,68070,1955,SANT JOSEP,SAN JOSE
C/,27060,792,COLOM,EN COLOM
AV,68160,1957,SANT JOSEP DE LA MUNTANYA,SAN JOSE DE LA MONTA�A
C/,68190,1958,SAN JOSEP DE PIGNATELI,SAN JOSE DE PIGNATELLI
C/,68220,1959,SANT JOSEP DE LA VEGA,SAN JOSE DE LA VEGA
C/,68430,1967,SANT LL�TZER,SAN LAZARO
C/,68700,1976,SANT MIQUEL,SAN MIGUEL
PL,68790,1979,SANT NICOLAU,SAN NICOLAS
C/,68820,1980,SANT PAU,SAN PABLO
C/,68880,1982,SANT PANCRA�,SAN PANCRACIO
C/,69030,1986,SANT PERE PASQUAL,SAN PEDRO PASCUAL
C/,69090,1988,SANT PIUS X,SAN PIO X
C/,69210,1993,SANT SALVADOR,SAN SALVADOR
C/,69360,2030,SANT VICENT DE PA�L,SAN VICENTE DE PAUL
C/,69420,1935,S�NCHEZ COELLO,SANCHEZ COELLO
C/,69570,2015,SANT ESPERIT,SANT ESPERIT
PL,69720,1998,SANTA CATERINA,SANTA CATALINA
C/,69870,2002,SANTA EUL�LIA,SANTA EULALIA
C/,70020,2007,SANTA MARIA MICAELA,SANTA MARIA MICAELA
C/,70080,2010,SANTA POLA,SANTA POLA
C/,70110,2011,SANTA RITA,SANTA RITA
C/,70260,2279,SANT JAUME AP�STOL,SANTIAGO APOSTOL
C/,70380,2018,SANT�SSIMA CREU,SANTISIMA CRUZ
C/,70410,2019,SANTA TRINITAT,SANTA TRINITAT
C/,70530,2022,SANT DOM�NEC SAVIO,SANTO DOMINGO SAVIO
C/,70590,2023,SANTS ABD� I SENENT,SANTOS ABDON Y SENENT
C/,70620,2024,SANTS JUST I PASTORS,SANTOS JUSTO Y PASTOR
C/,70680,3240,FRANCESC SEMPERE,FRANCISCO SEMPERE
C/,70770,2033,SEG�RIA,SEGARRIA
C/,70890,2037,SENENT IB��EZ,SENENT IBA�EZ
C/,66810,1914,OLIMPIA AROZENA TORRES (PROFESSORA),OLIMPIA AROZENA TORRES (PROFESORA)
C/,70920,2038,SERPIS,SERPIS
C/,71040,2043,SERRANO MORALES,SERRANO MORALES
C/,71070,2044,SERRANS,SERRANOS
C/,71100,2045,SERRATELLA,SERRATELLA
C/,71130,2046,SERRADORA,SERRERIA
C/,71160,2047,SEVILLA,SEVILLA
C/,71220,2313,SERRA D'EN GALCERAN,SIERRA ENGARCERAN
C/,71470,0,SENSE NOM JUNT MARE VELLA,SIN NOMBRE JUNTO A C. MARE VELLA
C/,71580,2058,SOLEDAT,SOLEDAD
C/,71610,2059,SOLEDAT DOM�NECH,SOLEDAD DOMENECH
CTRA,71760,2064,SORL�,SORLI
C/,71790,2065,SORNELLS,SORNELLS
C/,71820,2066,SORN�,SORNI
CRO,71940,2069,SUAY (O SANT JOAN DE LA RIBERA),SUAY O SAN JUAN DE LA RIBERA
C/,71970,2070,TOLED�,SUBIDA DEL TOLEDANO
C/,72030,2071,SUECA,SUECA
AV,72190,2653,TAMARINDES,TAMARINDOS
C/,72270,2079,TAPINERIA,TAPINERIA
PL,72480,2084,TEMPLE,TEMPLE
C/,72570,3269,CULLERA,CULLERA
C/,73050,2099,TOMASOS,TOMASOS
C/,73110,2104,TORN DE L'HOSPITAL,TORNO DEL HOSPITAL
C/,73200,2105,TORRE BAIXA,TORREBAJA
ENTD,73290,2109,TORRENT�,TORRENTI
C/,73350,2111,TORRES TORRES,TORRES-TORRES
C/,73500,2115,TOSSALET,null
C/,73530,2116,TOTANA,TOTANA
C/,73560,2117,TRAFALGAR,TRAFALGAR
C/,73650,2118,TRAMOYERES,TRAMOYERES
CRO,73680,2119,TRAMOYERES,TRAMOYERES
C/,73710,2120,TRANSFORMADOR,TRANSFORMADOR
CAMI,73830,2123,TREMOLAR,TREMOLAR
C/,74130,2437,TRIRREM,TRIRREME
C/,74280,2136,T�RIA,TURIA
C/,74310,2137,TOR�S,TURIS
C/,74340,2138,UNI�,UNION
C/,74490,2143,VALENCIANS,VALENCIANS
C/,74520,2144,VALERIOLA,VALERIOLA
C/,74610,2146,VALLADA,VALLADA
C/,74730,2609,VALL DE LA BALLESTERA,VALLE DE LA BALLESTERA
ENTD,74850,2155,V�ZQUEZ,VAZQUEZ
C/,75000,2159,VENE�UELA,VENEZUELA
C/,75030,2160,VENTA DEL MORO,VENTA DEL MORO
PTGE,75120,2164,VENTURA FELIU,VENTURA FELIU
C/,75240,2167,VERGARA,VERGARA
C/,75270,2168,VERGER,VERGER
C/,75540,2177,VICENTA SALCEDO,VICENTA SALCEDO
C/,75570,2178,VICENT BALDOV�,VICENTE BALDOVI
C/,75660,2181,VICENT BRULL,VICENTE BRULL
PL,75720,2324,VICENT IBORRA,VICENTE IBORRA
C/,75750,2871,VICENT LA RODA,VICENTE LA RODA
C/,75780,2182,VICENT LLE�,VICENTE LLEO
C/,75810,2556,VICENT PERIS,VICENTE PERIS
C/,75930,2186,VICIANA,VICIANA
C/,76020,2188,VIDAL DE BLANES,VIDAL DE BLANES
C/,76200,2363,VILA DE MURO,VILLA DE MURO
PL,77040,2220,MARE DE D�U DE LA PAU,VIRGEN DE LA PAZ
C/,77100,2222,MARE DE D�U DE REBOLLET,VIRGEN DEL REBOLLET
C/,77110,2669,MARE DE D�U DELS REIS,VIRGEN DE LOS REYES
C/,77490,2234,VIVES DE LIERN,VIVES LIERN
C/,77520,2235,VIVONS,VIVONS
C/,77610,2238,VESCOMTE DE VALDESOTO,VIZCONDE DE VALDESOTO
ENTD,77760,2243,XUFERO,XUFERO
C/,77820,2245,Y��EZ,YA�EZ
C/,77910,2247,I�TOVA,YATOVA
PL,78000,2252,REINA,REINA
C/,78030,2248,SAPADORS,ZAPADORES
C/,78090,2250,SABATERIA DELS XIQUETS,ZAPATERIA DE LOS NI�OS
C/,78120,2251,SABATERS,ZAPATEROS
CTRA,78210,2255,ZORRILLA,ZORRILLA
C/,78330,2259,ASSAONADORS,ZURRADORES
PL,80060,2678,PEDAGOG PESTALOZZI,PEDAGOGO PESTALOZZI
C/,80270,2852,PACO SANZ,PACO SANZ
C/,80340,2801,NORMAN BETHUNE (METGE),NORMAN BETHUNE (M�DICO)
C/,80350,2824,JOAN FUSTER (ESCRIPTOR),JOAN FUSTER (ESCRITOR)
PL,80400,2681,GRUP PARPALL�,GRUPO PARPALL�
C/,80530,2862,S�NECA,SENECA
C/,81020,2834,JOS� ANDREU ALABARTA,JOSE ANDREU ALABARTA
C/,81050,2684,VALL�S,VALLES
AV,81070,2697,MANUEL COLOMER MARCO,MANUEL COLOMER MARCO
C/,81102,2908,ACTRIZ AMPARO MARTI,null
C/,81103,2904,ALCARRIA,null
C/,81108,3244,GUILLEM DESPUIG,GUILLEM DESPUIG
C/,81113,2811,CINE,CINE
C/,81115,2844,SIMONE DE BEAUVOIR (FIL�SOFA),SIMONE DE BEAUVOIR (FIL�SOFA)
C/,81118,2823,MARIA MONTESSORI (PEDAGOGA),MARIA MONTESSORI (PEDAGOGA)
C/,81123,2849,MAR�A DE MAEZTU (PEDAGOGA),MAR�A DE MAEZTU (PEDAGOGA)
C/,81126,2879,VERGE DE LA MAR,VERGE DE LA MAR
C/,81128,3115,SANTIAGO DE L�S,SANTIAGO DE LES
C/,81132,2927,JOS� BOSCH HERRERO,JOSE BOSCH HERRERO
C/,81134,3077,PROFESSOR �NGEL LACALLE,PROFESOR ANGEL LACALLE
C/,81139,2855,POETA DURAN I TORTAJADA,POETA DURAN Y TORTAJADA
C/,81143,2883,M�SIC JARQUE CUALLAD�,MUSICO JARQUE CUALLADO
C/,81144,2882,SENYOR D'AZAGRA,SE�OR DE AZAGRA
C/,81148,2886,ALCOSSEBRE,ALCOCEBER
C/,81149,2873,JOS� MAR�A MORTES LERMA,JOSE MARIA MORTES LERMA
C/,81151,2890,ALCAL� DE XIVERT,ALCALA DE CHIVERT
C/,81155,3080,PINTOR MART� GIRB�S,PINTOR MARTI GIRBES
C/,81159,3010,ENGINYER FAUSTO EL�O,INGENIERO FAUSTO ELIO
C/,81160,2902,VALL D'UIX�,VALL D'UXO
C/,81166,2915,FRANCO TORMO,FRANCO TORMO
C/,81172,2909,ARQUITECTE SEGURA DE LAGO,ARQUITECTO SEGURA DE LAGO
C/,81174,2925,EMILI GASC� CONTELL,EMILIO GASCO CONTELL
C/,81175,3078,M�SIC GOMIS,MUSICO GOMIS
C/,81176,3105,DOCTOR �LVARO L�PEZ,DOCTOR ALVARO LOPEZ
C/,81181,3139,EMILI LLUCH,EMILIO LLUCH
C/,81188,2928,CAROIG,PICO CAROCHE
C/,81192,2924,CAMBRILS,CAMBRILS
C/,81193,2926,NICOLAU PRIMITIU G�MEZ SERRANO,NICOLAU PRIMITIU GOMEZ SERRANO
C/,81194,3015,POETA RICARD SANMART�,POETA RICARD SANMARTI
C/,81198,2919,ARABISTA AMBROSIO HUICI,ARABISTA AMBROSIO HUICI
C/,81199,3018,SANTA CRUZ DE LA ZARZA,SANTA CRUZ DE LA ZARZA
C/,81201,3086,BERNARDO MORALES SANMART�N,BERNARDO MORALES SANMARTIN
C/,81207,3129,GUILLEM J�FER,GUILLEM JAFER
AV,81212,3329,TREBALLADORS,TRABAJADORES
C/,81213,3121,ZAMORA,ZAMORA
C/,81214,3007,DOCTOR P�REZ FELIU,DOCTOR PEREZ FELIU
C/,81216,3006,BERNAT FENOLLAR,BERNAT FENOLLAR
C/,81224,3109,ALBALAT DELS TARONGERS,ALBALAT DELS TARONGERS
PL,81227,3205,M�SIC FAYOS,MUSICO FAYOS
AV,81282,3168,PIANISTA MART�NEZ CARRASCO,PIANISTA MARTINEZ CARRASCO
PL,81286,3144,MESTRE ARAMBUL SANZ,MAESTRO ARAMBUL SANZ
C/,81287,11260,LOLA GAOS (ACTRIU),LOLA GAOS (ACTRIU)
C/,81288,3159,PRUDENCI ALC�N I MATEU,PRUDENCI ALCON I MATEU
C/,81291,3448,MASSALFASSAR,null
C/,81292,3186,PINTOR ENRIC GINESTA,PINTOR ENRIC GINESTA
C/,81295,3343,HUMANISTA FADRIQUE FURI�,HUMANISTA FADRIQUE FURIO
C/,81296,3190,ENGINYER ALBERTO O�ATE,INGENIERO ALBERTO O�ATE
PL,81297,3165,ACTOR ENRIQUE RAMBAL,ACTOR ENRIQUE RAMBAL
C/,81303,3184,DOCTOR RICARD APARISI,DOCTOR RICARDO APARICI
C/,81306,3172,DOCTOR GARCIA DONATO,DOCTOR GARCIA DONATO
C/,81309,3216,PROFESSOR VICENTE LLORENS CASTILLO,PROFESOR VICENTE LLORENS CASTILLO
C/,81320,3182,DOCTOR JULI�N CELMA,DOCTOR JULIAN CELMA
C/,81321,3210,PERIODISTA ROBERTO CASTROVIDO,PERIODISTA ROBERTO CASTROVIDO
C/,81323,3272,ARTUR BALLESTER,ARTURO BALLESTER
C/,81325,3177,BOMBER RAMON DUART,BOMBERO RAMON DUART
PL,81330,3199,MAJOR,MAJOR
C/,81332,3243,JOAN JOSEP SENENT ANAYA,null
C/,81334,3319,SURERES,SURERES
PL,81335,3263,VICENT A��N MARCO,VICENTE A�ON MARCO
C/,81339,3232,CIUTAT DE MISLATA,CIUTAT DE MISLATA
C/,81341,3311,ACTOR DANIEL BEN�TEZ,ACTOR DANIEL BENITEZ
PL,81347,3273,MESTRE RIPOLL,MESTRE RIPOLL
PL,81360,3356,POETA VICENTE GAOS,POETA VICENTE GAOS
C/,81363,3310,ESPERANTISTA HERN�NDEZ LAHUERTA,ESPERANTISTA HDEZ. LAHUERTA
C/,81365,3299,POETA FRANCESC CABALLERO MU�OZ,POETA FRANCESC CABALLERO MU�OZ
C/,81367,3298,PINTOR RAFAEL SOLBES,PINTOR RAFAEL SOLBES
C/,81374,3368,DOCTOR FAUST� BARBER�,DOCTOR FAUSTI BARBERA
C/,81375,560,CIUTAT DE L'APRENENT,CIUDAD DEL APRENDIZ
C/,81381,0,EP PADRE BARRANCO 34,null
C/,81383,11108,FERNANDO CABEDO TORRENTS (DIBUIXANT),FERNANDO CABEDO TORRENTS (DIBUIXANT)
C/,81385,3300,ESCRIPTOR RAFAEL FERRERES,ESCRITOR RAFAEL FERRERES
PTGE,81395,3375,EUSEBI SEMPERE,EUSEBIO SEMPERE
C/,81402,0,EP MOSSEN RAUSELL 16,null
C/,81403,0,EP DELS GREMIS 2,null
C/,81404,3312,ALZINES,ALZINES
C/,81407,3333,SOROLLERS,SOROLLERS
C/,81412,3548,MARTINET,MARTINET
PL,81414,3346,MONSENYOR �SCAR A. ROMERO,MONSE�OR OSCAR A. ROMERO
PL,81416,318,BENIMARFULL,BENIMARFULL
PL,81420,3377,PERIODISTA ROS BELDA,PERIODISTA ROS BELDA
AV,81423,11001,P�O BAROJA (ESCRIPTOR),PIO BAROJA (ESCRIPTOR)
C/,81431,3449,FELIP MARIA GAR�N,FELIP MARIA GARIN
C/,81435,3447,JOSEP BEA I IZQUIERDO,JOSEP BEA I IZQUIERDO
C/,81442,3385,VICENT BARRERA CAMBRA,VICENTE BARRERA CAMBRA
C/,81443,3387,DOCTOR GARCIA BRUSTENGA,DOCTOR GARCIA BRUSTENGA
C/,81444,3388,DANIEL BALACIART,DANIEL BALACIART
C/,81447,3486,RAFAEL REYES I TORRENT (PINTOR),RAFAEL REYES I TORRENT (PINTOR)
ENTD,81449,3410,HORT DE RIDAURA,HUERTO DE RIDAURA
GRUP,81450,3044,SANTA B�RBARA,SANTA BARBARA (URBANIZACION)
CAMI,81451,3401,COSSA,COSSA
C/,81452,11005,COSCOLL,COSCOLL
C/,81454,11004,ROSA DELS VENTS,ROSA DELS VENTS
C/,81458,3515,ENRIC TAULET (NOTARI I ACADEMIC),null
PL,81460,3433,CEDRE,CEDRO
PL,81463,3438,SANTIAGO SU�REZ (SANTI),SANTIAGO SUAREZ (SANTI)
PL,81469,3496,MIQUEL ADLERT NOGUEROL,MIQUEL ADLERT NOGUEROL
C/,151143,0,E.P. PE. BERNABE GARCIA,null
C/,151147,0,E.P. 2.PE. IGNACIO ZULOAGA,null
C/,191138,0,LIMITE NORTE PINEDO,null
PL,191141,0,CIUDAD JARDIN,null
C/,212182,0,SIN NOMBRES,null
PL,222226,0,E.P.JT.POETAS ANONIMOS,null
C/,232152,0,E.P. PE. HERMANOS MACHADO,null
C/,232155,0,E.P. PE. SAN VICENTE DE PAUL,null
C/,232159,0,E.P. PE. AGUSTIN LARA,null
C/,240090,0,EN PROYECTO PE. CIRCUNVALACION,null
C/,242109,0,EN PROYECTO PE.PROL.GENERAL LLORENS,null
C/,242115,0,EN PROYECTO JUNTO JOSE GROLLO,null
C/,242416,0,E.P.PE.SAN JOSE ARTESANO,null
C/,242476,0,EN PRO. PA. PIO XII,null
C/,242478,0,EN PRO. PA. GARBI,null
C/,242482,0,EN PROYECTO JUNTO PADRE MUEDRA,null
LLOC,990038,0,POBLADO DEL OLIVERAL,null
LLOC,990042,0,POBLADO DE PINEDO,null
LLOC,990044,0,BARRIO CANTARRANAS,null
C/,990046,0,ALFAHUIR ACEQUIA RASCA�A,null
C/,990073,0,PG NUM.72,null
C/,990075,2940,PG NUM.73,null
C/,990077,3316,PG NUM.77,null
C/,990079,3352,PG NUM.82,null
C/,990081,3041,PG NUM.80,null
C/,990083,2774,PG NUM.165,null
C/,990086,2949,PG NUM.68,null
C/,990089,3045,PG NUM 27 RES URB,null
C/,990092,3222,PG NUM 89 RES URB,null
C/,990096,3291,PG NUM 86 RES URB,null
C/,990099,0,PG TREINTA RES URB,null
C/,990103,2941,PG NUM 9 RES URB,null
C/,990105,0,PG NUM 72,null
C/,990108,0,FUENTES (F),null
PTGE,81483,0,EP LIBRERO ESCLAPES,EP LIBRERO ESCLAPES
C/,81726,0,EP BENIDOLEIG 9,EP BENIDOLEIG 9
PL,81705,11144,NOU MOLES,null
C/,81722,11194,CARMEN FERRES GARCIA-INSA (INDUMENTARISTA),CARMEN FERRES GARCIA-INSA (INDUMENTARISTA)
PL,81620,11087,MIGUEL ASINS ARB� (COMPOSITOR),MIGUEL ASINS ARBO (COMPOSITOR)
PL,81484,0,EP VICENTE CLAVEL,EP VICENTE CLAVEL
C/,81473,3481,EMILI PANACH I RAMOS,EMILI PANACH I RAMOS (MILO)
C/,81493,3519,ALQUERIA DE LA COMTESSA,ALQUERIA DE LA COMTESA
C/,81487,3490,MARE PETRA (RELIGIOSA),MARE PETRA (RELIGIOSA)
C/,81486,3507,VILA D'ALCORA,VILA DE L'ALCORA
C/,81772,3624,RAFAEL CONTRERAS JUESAS (CARTELLISTA),RAFAEL CONTRERAS JUESAS (CARTELISTA)
C/,9780,293,BELL�S,BELLUS
C/,10140,305,BENICADELL,BENICADELL
C/,10230,308,BENIC�SSIM,BENICASIM
C/,10320,310,BENIDORM,BENIDORM
C/,10470,315,BENIG�NIM,BENIGANIM
PL,81709,11100,MANUEL LAGUARDA CUBELLS,MANUEL LAGUARDA CUBELLS
PTGE,81471,3475,�NGELS I FREDERIC,ANGELS I FEDERIC
C/,8490,254,BANY DELS PAVESOS,BANY DELS PAVESOS
CAMI,13920,418,CANAL,CANAL
C/,81778,11248,IGNACIO HERNANDEZ HERVAS (METGE),null
